InAk          ,66666               ,             1,,,2016-04-25T15:10:10
InKL          ,5449000092038       ,             1,,,2016-04-25T16:18:09
InKL          ,5449000050229       ,             1,,,2016-04-25T16:18:13
InKL          ,9031100002732       ,             1,,,2016-04-25T16:18:33
InKL          ,5449000131836       ,             1,,,2016-04-25T16:19:59
InKL          ,54492387            ,             1,,,2016-04-25T16:20:01
InKL          ,90331701            ,             1,,,2016-04-25T16:20:07
InKL          ,40822938            ,             1,,,2016-04-25T16:20:10
InKL          ,5000112615517       ,             1,,,2016-04-25T16:20:12
InKL          ,5449000181473       ,             1,,,2016-04-25T16:20:41
InKL          ,5449000014535       ,             1,,,2016-04-25T16:20:48
InKL          ,5449000131805       ,             1,,,2016-04-25T16:20:56
InKL          ,90311789            ,             1,,,2016-04-25T16:21:17
InKL          ,9031100002695       ,             1,,,2016-04-25T16:21:27
InKL          ,9031100002923       ,             1,,,2016-04-25T16:21:29
InKL          ,5060335635396       ,             1,,,2016-04-25T16:23:11
InKL          ,5449000205797       ,             1,,,2016-04-25T16:23:24
InKL          ,5449000066015       ,             1,,,2016-04-25T16:24:09
InKL          ,4770153227093       ,             1,,,2016-04-25T16:24:22
InKL          ,4770153227086       ,             1,,,2016-04-25T16:24:24
InKL          ,4770153227109       ,             1,,,2016-04-25T16:24:27
InKL          ,5000112614596       ,             1,,,2016-04-25T16:26:02
InKL          ,5449000136350       ,             1,,,2016-04-25T16:26:08
InKL          ,5901067454070       ,             1,,,2016-04-25T16:26:10
InKL          ,5901067471015       ,             1,,,2016-04-25T16:26:20
